Date,Year,Month,Mine,Latitude,Longitude,Planned_Production_Tonnes,Actual_Production_Tonnes,Production_Shortfall_Tonnes,Shortfall_Percentage,Operational_Efficiency,Equipment_Availability,Weather_Impact,Shortfall_Risk,Reference_Basis
2023-02-01,2023,2,Tirodi,21.7,80.0,16476.54,13733.64,2742.9,16.65,0.959,0.982,0.885,Medium,MOIL official/public historical production trends
2023-02-01,2023,2,Ukwa,21.8,80.1,17383.2,14251.55,3131.65,18.02,0.83,0.998,0.989,Medium,MOIL official/public historical production trends
2023-03-01,2023,3,Balaghat,21.84995,80.22672,24591.82,19779.19,4812.62,19.57,0.968,0.88,0.944,Medium,MOIL official/public historical production trends
2023-03-01,2023,3,Beldongri,21.45,79.85,10275.8,7442.3,2833.51,27.57,0.951,0.782,0.974,High,MOIL official/public historical production trends
2023-03-01,2023,3,Chikla,21.65,79.7,14166.42,9067.98,5098.44,35.99,0.942,0.759,0.895,High,MOIL official/public historical production trends
2023-03-01,2023,3,Dongri Buzurg,21.95,80.15,17935.29,11958.57,5976.72,33.32,0.872,0.772,0.991,High,MOIL official/public historical production trends
2023-03-01,2023,3,Gumgaon,21.3,79.1,12312.87,8257.64,4055.23,32.93,0.861,0.849,0.917,High,MOIL official/public historical production trends
2023-03-01,2023,3,Kandri,21.35,79.05,12370.17,10120.81,2249.36,18.18,0.903,0.98,0.925,Medium,MOIL official/public historical production trends
2023-03-01,2023,3,Munsar,21.4,79.2,11243.5,8659.63,2583.87,22.98,0.97,0.802,0.99,Medium,MOIL official/public historical production trends
2023-03-01,2023,3,Sitapatore,21.5,79.3,11777.14,9414.58,2362.56,20.06,0.963,0.845,0.982,Medium,MOIL official/public historical production trends
2023-03-01,2023,3,Tirodi,21.7,80.0,19046.6,15537.12,3509.47,18.43,0.961,0.948,0.896,Medium,MOIL official/public historical production trends
2023-03-01,2023,3,Ukwa,21.8,80.1,19067.31,12711.79,6355.51,33.33,0.881,0.793,0.954,High,MOIL official/public historical production trends
2023-04-01,2023,4,Balaghat,21.84995,80.22672,22698.34,20012.75,2685.59,11.83,0.995,0.91,0.973,Medium,MOIL official/public historical production trends
2023-04-01,2023,4,Beldongri,21.45,79.85,9715.12,8551.76,1163.36,11.97,0.972,0.981,0.923,Medium,MOIL official/public historical production trends
2023-04-01,2023,4,Chikla,21.65,79.7,13105.17,9172.81,3932.36,30.01,0.953,0.794,0.925,High,MOIL official/public historical production trends
2023-04-01,2023,4,Dongri Buzurg,21.95,80.15,17114.64,10278.52,6836.11,39.94,0.829,0.842,0.86,High,MOIL official/public historical production trends
2023-04-01,2023,4,Gumgaon,21.3,79.1,10979.99,8389.14,2590.85,23.6,0.827,0.991,0.932,Medium,MOIL official/public historical production trends
2023-04-01,2023,4,Kandri,21.35,79.05,12063.5,8198.46,3865.04,32.04,0.886,0.828,0.926,High,MOIL official/public historical production trends
2023-04-01,2023,4,Munsar,21.4,79.2,10024.74,6611.42,3413.32,34.05,0.821,0.91,0.882,High,MOIL official/public historical production trends
2023-04-01,2023,4,Sitapatore,21.5,79.3,11664.41,7344.96,4319.45,37.03,0.93,0.788,0.859,High,MOIL official/public historical production trends
2023-04-01,2023,4,Tirodi,21.7,80.0,17775.28,12112.34,5662.94,31.86,0.892,0.765,0.999,High,MOIL official/public historical production trends
2023-04-01,2023,4,Ukwa,21.8,80.1,17902.36,14831.22,3071.14,17.15,0.939,0.996,0.886,Medium,MOIL official/public historical production trends
2023-05-01,2023,5,Balaghat,21.84995,80.22672,23617.68,13908.81,9708.87,41.11,0.824,0.826,0.865,High,MOIL official/public historical production trends
2023-05-01,2023,5,Beldongri,21.45,79.85,10922.02,7781.52,3140.5,28.75,0.812,0.877,1.0,High,MOIL official/public historical production trends
2023-05-01,2023,5,Chikla,21.65,79.7,14210.43,10230.26,3980.17,28.01,0.923,0.827,0.944,High,MOIL official/public historical production trends
2023-05-01,2023,5,Dongri Buzurg,21.95,80.15,18420.14,12545.12,5875.02,31.89,0.885,0.783,0.983,High,MOIL official/public historical production trends
2023-05-01,2023,5,Gumgaon,21.3,79.1,12185.48,7850.52,4334.96,35.57,0.839,0.842,0.912,High,MOIL official/public historical production trends
2023-05-01,2023,5,Kandri,21.35,79.05,12648.11,9609.78,3038.33,24.02,0.947,0.942,0.852,Medium,MOIL official/public historical production trends
2023-05-01,2023,5,Munsar,21.4,79.2,10626.25,6390.54,4235.72,39.86,0.896,0.755,0.889,High,MOIL official/public historical production trends
2023-05-01,2023,5,Sitapatore,21.5,79.3,12565.75,8107.55,4458.2,35.48,0.827,0.884,0.882,High,MOIL official/public historical production trends
2023-05-01,2023,5,Tirodi,21.7,80.0,17474.2,14294.33,3179.87,18.2,0.848,0.994,0.97,Medium,MOIL official/public historical production trends
2023-05-01,2023,5,Ukwa,21.8,80.1,20815.95,13540.5,7275.45,34.95,0.898,0.777,0.932,High,MOIL official/public historical production trends
2023-06-01,2023,6,Balaghat,21.84995,80.22672,21513.71,11147.73,10365.98,48.18,0.969,0.775,0.691,High,MOIL official/public historical production trends
2023-06-01,2023,6,Beldongri,21.45,79.85,9289.61,5786.28,3503.33,37.71,0.947,0.869,0.757,High,MOIL official/public historical production trends
2023-06-01,2023,6,Chikla,21.65,79.7,12107.62,9723.79,2383.83,19.69,0.957,0.973,0.862,Medium,MOIL official/public historical production trends
2023-06-01,2023,6,Dongri Buzurg,21.95,80.15,15910.02,11243.81,4666.21,29.33,0.938,0.859,0.877,High,MOIL official/public historical production trends
2023-06-01,2023,6,Gumgaon,21.3,79.1,10307.37,7240.61,3066.76,29.75,0.98,0.865,0.828,High,MOIL official/public historical production trends
2023-06-01,2023,6,Kandri,21.35,79.05,11233.12,7434.77,3798.35,33.81,0.927,0.903,0.79,High,MOIL official/public historical production trends
2023-06-01,2023,6,Munsar,21.4,79.2,9124.61,5019.68,4104.93,44.99,0.947,0.878,0.661,High,MOIL official/public historical production trends
2023-06-01,2023,6,Sitapatore,21.5,79.3,10357.47,4901.77,5455.71,52.67,0.943,0.768,0.653,High,MOIL official/public historical production trends
2023-06-01,2023,6,Tirodi,21.7,80.0,16949.18,10021.96,6927.22,40.87,0.948,0.838,0.744,High,MOIL official/public historical production trends
2023-06-01,2023,6,Ukwa,21.8,80.1,18042.29,9061.96,8980.33,49.77,0.932,0.796,0.677,High,MOIL official/public historical production trends
2023-07-01,2023,7,Balaghat,21.84995,80.22672,19030.92,9949.81,9081.12,47.72,0.953,0.816,0.672,High,MOIL official/public historical production trends
2023-07-01,2023,7,Beldongri,21.45,79.85,8578.06,5229.81,3348.26,39.03,0.859,0.942,0.753,High,MOIL official/public historical production trends
2023-07-01,2023,7,Chikla,21.65,79.7,10225.91,6275.89,3950.02,38.63,0.824,0.904,0.824,High,MOIL official/public historical production trends
2023-07-01,2023,7,Dongri Buzurg,21.95,80.15,14090.57,8239.09,5851.48,41.53,0.808,0.992,0.729,High,MOIL official/public historical production trends
2023-07-01,2023,7,Gumgaon,21.3,79.1,9814.84,7031.92,2782.92,28.35,0.92,0.896,0.869,High,MOIL official/public historical production trends
2023-07-01,2023,7,Kandri,21.35,79.05,9511.88,4657.58,4854.3,51.03,0.826,0.835,0.711,High,MOIL official/public historical production trends
2023-07-01,2023,7,Munsar,21.4,79.2,8089.91,5577.96,2511.95,31.05,0.886,0.86,0.905,High,MOIL official/public historical production trends
2023-07-01,2023,7,Sitapatore,21.5,79.3,9122.48,4955.26,4167.22,45.68,0.824,0.799,0.824,High,MOIL official/public historical production trends
2023-07-01,2023,7,Tirodi,21.7,80.0,13747.24,11479.91,2267.34,16.49,0.963,0.965,0.898,Medium,MOIL official/public historical production trends
2023-07-01,2023,7,Ukwa,21.8,80.1,14841.61,10338.91,4502.7,30.34,0.951,0.865,0.847,High,MOIL official/public historical production trends
2023-08-01,2023,8,Balaghat,21.84995,80.22672,19248.47,13040.66,6207.81,32.25,0.931,0.794,0.916,High,MOIL official/public historical production trends
2023-08-01,2023,8,Beldongri,21.45,79.85,8553.09,4629.58,3923.51,45.87,0.809,0.791,0.846,High,MOIL official/public historical production trends
2023-08-01,2023,8,Chikla,21.65,79.7,10870.82,6807.57,4063.24,37.38,0.843,0.876,0.848,High,MOIL official/public historical production trends
2023-08-01,2023,8,Dongri Buzurg,21.95,80.15,14107.33,9116.75,4990.58,35.38,0.918,0.877,0.803,High,MOIL official/public historical production trends
2023-08-01,2023,8,Gumgaon,21.3,79.1,9542.23,5861.04,3681.19,38.58,0.975,0.909,0.693,High,MOIL official/public historical production trends
2023-08-01,2023,8,Kandri,21.35,79.05,9329.33,5572.81,3756.52,40.27,0.802,0.812,0.918,High,MOIL official/public historical production trends
2023-08-01,2023,8,Munsar,21.4,79.2,7866.21,5261.97,2604.24,33.11,0.88,0.95,0.8,High,MOIL official/public historical production trends
2023-08-01,2023,8,Sitapatore,21.5,79.3,9583.61,6075.79,3507.82,36.6,0.923,0.797,0.862,High,MOIL official/public historical production trends
2023-08-01,2023,8,Tirodi,21.7,80.0,14124.18,9056.7,5067.48,35.88,0.801,0.94,0.851,High,MOIL official/public historical production trends
2023-08-01,2023,8,Ukwa,21.8,80.1,14765.88,8509.06,6256.82,42.37,0.992,0.842,0.69,High,MOIL official/public historical production trends
2023-09-01,2023,9,Balaghat,21.84995,80.22672,21192.17,15924.06,5268.12,24.86,0.975,0.999,0.771,Medium,MOIL official/public historical production trends
2023-09-01,2023,9,Beldongri,21.45,79.85,9665.36,6460.1,3205.27,33.16,0.977,0.898,0.761,High,MOIL official/public historical production trends
2023-09-01,2023,9,Chikla,21.65,79.7,12394.73,7762.6,4632.13,37.37,0.801,0.905,0.864,High,MOIL official/public historical production trends
2023-09-01,2023,9,Dongri Buzurg,21.95,80.15,15549.5,8288.72,7260.78,46.69,0.918,0.87,0.668,High,MOIL official/public historical production trends
2023-09-01,2023,9,Gumgaon,21.3,79.1,10892.59,7365.43,3527.15,32.38,0.912,0.89,0.833,High,MOIL official/public historical production trends
2023-09-01,2023,9,Kandri,21.35,79.05,11135.73,6100.03,5035.7,45.22,0.854,0.956,0.671,High,MOIL official/public historical production trends
2023-09-01,2023,9,Munsar,21.4,79.2,9037.98,6397.08,2640.9,29.22,0.867,0.946,0.863,High,MOIL official/public historical production trends
2023-09-01,2023,9,Sitapatore,21.5,79.3,10824.82,5803.0,5021.82,46.39,0.888,0.787,0.767,High,MOIL official/public historical production trends
2023-09-01,2023,9,Tirodi,21.7,80.0,15542.38,10852.47,4689.91,30.18,0.844,0.9,0.92,High,MOIL official/public historical production trends
2023-09-01,2023,9,Ukwa,21.8,80.1,18320.55,12543.59,5776.96,31.53,0.929,0.855,0.862,High,MOIL official/public historical production trends
2023-10-01,2023,10,Balaghat,21.84995,80.22672,23559.1,18102.95,5456.15,23.16,0.882,0.96,0.908,Medium,MOIL official/public historical production trends
2023-10-01,2023,10,Beldongri,21.45,79.85,10793.12,7129.94,3663.18,33.94,0.918,0.796,0.904,High,MOIL official/public historical production trends
2023-10-01,2023,10,Chikla,21.65,79.7,13549.84,8040.88,5508.96,40.66,0.805,0.756,0.975,High,MOIL official/public historical production trends
2023-10-01,2023,10,Dongri Buzurg,21.95,80.15,17953.58,13259.87,4693.71,26.14,0.904,0.825,0.991,High,MOIL official/public historical production trends
2023-10-01,2023,10,Gumgaon,21.3,79.1,11952.19,10008.83,1943.35,16.26,0.886,0.968,0.976,Medium,MOIL official/public historical production trends
2023-10-01,2023,10,Kandri,21.35,79.05,11862.54,9086.93,2775.61,23.4,0.961,0.865,0.922,Medium,MOIL official/public historical production trends
2023-10-01,2023,10,Munsar,21.4,79.2,10323.34,7258.98,3064.36,29.68,0.816,0.932,0.924,High,MOIL official/public historical production trends
2023-10-01,2023,10,Sitapatore,21.5,79.3,12169.64,9469.3,2700.34,22.19,0.946,0.941,0.874,Medium,MOIL official/public historical production trends
2023-10-01,2023,10,Tirodi,21.7,80.0,18572.95,13665.05,4907.9,26.42,0.827,0.938,0.949,High,MOIL official/public historical production trends
2023-10-01,2023,10,Ukwa,21.8,80.1,20810.06,11549.26,9260.79,44.5,0.814,0.764,0.892,High,MOIL official/public historical production trends
2023-11-01,2023,11,Balaghat,21.84995,80.22672,26723.24,19671.38,7051.86,26.39,0.849,0.977,0.887,High,MOIL official/public historical production trends
2023-11-01,2023,11,Beldongri,21.45,79.85,11703.69,9286.16,2417.53,20.66,0.952,0.862,0.967,Medium,MOIL official/public historical production trends
2023-11-01,2023,11,Chikla,21.65,79.7,14729.49,8616.35,6113.13,41.5,0.898,0.758,0.859,High,MOIL official/public historical production trends
2023-11-01,2023,11,Dongri Buzurg,21.95,80.15,21366.18,14240.5,7125.67,33.35,0.828,0.883,0.912,High,MOIL official/public historical production trends
2023-11-01,2023,11,Gumgaon,21.3,79.1,13478.84,9475.44,4003.4,29.7,0.98,0.755,0.95,High,MOIL official/public historical production trends
2023-11-01,2023,11,Kandri,21.35,79.05,14322.08,11028.3,3293.78,23.0,0.912,0.984,0.858,Medium,MOIL official/public historical production trends
2023-11-01,2023,11,Munsar,21.4,79.2,11879.56,9414.13,2465.43,20.75,0.852,0.933,0.997,Medium,MOIL official/public historical production trends
2023-11-01,2023,11,Sitapatore,21.5,79.3,13354.54,9290.77,4063.77,30.43,0.931,0.8,0.935,High,MOIL official/public historical production trends
2023-11-01,2023,11,Tirodi,21.7,80.0,20457.64,16561.46,3896.18,19.05,0.994,0.902,0.902,Medium,MOIL official/public historical production trends
2023-11-01,2023,11,Ukwa,21.8,80.1,21384.31,12707.37,8676.95,40.58,0.83,0.806,0.888,High,MOIL official/public historical production trends
2023-12-01,2023,12,Balaghat,21.84995,80.22672,34300.77,23902.48,10398.29,30.32,0.912,0.881,0.867,High,MOIL official/public historical production trends
2023-12-01,2023,12,Beldongri,21.45,79.85,15020.4,10403.95,4616.45,30.73,0.945,0.767,0.956,High,MOIL official/public historical production trends
2023-12-01,2023,12,Chikla,21.65,79.7,18721.77,12192.31,6529.46,34.88,0.816,0.865,0.923,High,MOIL official/public historical production trends
2023-12-01,2023,12,Dongri Buzurg,21.95,80.15,24023.46,21735.83,2287.63,9.52,0.989,0.962,0.95,Low,MOIL official/public historical production trends
2023-12-01,2023,12,Gumgaon,21.3,79.1,16506.96,12387.62,4119.34,24.96,0.882,0.913,0.932,Medium,MOIL official/public historical production trends
2023-12-01,2023,12,Kandri,21.35,79.05,15844.15,12503.53,3340.61,21.08,0.903,0.952,0.919,Medium,MOIL official/public historical production trends
2023-12-01,2023,12,Munsar,21.4,79.2,13848.67,9430.0,4418.67,31.91,0.957,0.8,0.889,High,MOIL official/public historical production trends
2023-12-01,2023,12,Sitapatore,21.5,79.3,16013.87,12086.29,3927.58,24.53,0.866,0.939,0.928,Medium,MOIL official/public historical production trends
2023-12-01,2023,12,Tirodi,21.7,80.0,24120.66,22379.83,1740.83,7.22,0.976,0.97,0.981,Low,MOIL official/public historical production trends
2023-12-01,2023,12,Ukwa,21.8,80.1,26222.03,22461.18,3760.85,14.34,0.89,0.996,0.966,Medium,MOIL official/public historical production trends
2024-01-01,2024,1,Balaghat,21.84995,80.22672,21129.79,14674.47,6455.32,30.55,0.813,0.866,0.986,High,MOIL official/public historical production trends
2024-01-01,2024,1,Beldongri,21.45,79.85,9740.63,6452.55,3288.08,33.76,0.9,0.776,0.949,High,MOIL official/public historical production trends
2024-01-01,2024,1,Chikla,21.65,79.7,12877.22,10591.93,2285.3,17.75,0.876,0.944,0.995,Medium,MOIL official/public historical production trends
2024-01-01,2024,1,Dongri Buzurg,21.95,80.15,16141.1,11627.08,4514.01,27.97,0.905,0.822,0.969,High,MOIL official/public historical production trends
2024-01-01,2024,1,Gumgaon,21.3,79.1,11175.28,8944.1,2231.17,19.97,0.927,0.949,0.909,Medium,MOIL official/public historical production trends
2024-01-01,2024,1,Kandri,21.35,79.05,11549.53,7889.55,3659.98,31.69,0.907,0.789,0.954,High,MOIL official/public historical production trends
2024-01-01,2024,1,Munsar,21.4,79.2,9987.63,8197.9,1789.73,17.92,0.863,0.964,0.986,Medium,MOIL official/public historical production trends
2024-01-01,2024,1,Sitapatore,21.5,79.3,10841.84,7469.11,3372.72,31.11,0.997,0.785,0.88,High,MOIL official/public historical production trends
2024-01-01,2024,1,Tirodi,21.7,80.0,16108.59,12572.35,3536.24,21.95,0.979,0.914,0.873,Medium,MOIL official/public historical production trends
2024-01-01,2024,1,Ukwa,21.8,80.1,17912.46,12520.9,5391.56,30.1,0.923,0.771,0.982,High,MOIL official/public historical production trends
2024-02-01,2024,2,Balaghat,21.84995,80.22672,22851.81,18637.7,4214.11,18.44,0.901,0.992,0.913,Medium,MOIL official/public historical production trends
2024-02-01,2024,2,Beldongri,21.45,79.85,10172.81,7550.13,2622.68,25.78,0.934,0.909,0.875,High,MOIL official/public historical production trends
2024-02-01,2024,2,Chikla,21.65,79.7,12951.85,7723.92,5227.94,40.36,0.885,0.791,0.852,High,MOIL official/public historical production trends
2024-02-01,2024,2,Dongri Buzurg,21.95,80.15,16733.24,13856.64,2876.6,17.19,0.905,0.93,0.984,Medium,MOIL official/public historical production trends
2024-02-01,2024,2,Gumgaon,21.3,79.1,10622.83,7839.86,2782.97,26.2,0.946,0.797,0.979,High,MOIL official/public historical production trends
2024-02-01,2024,2,Kandri,21.35,79.05,11443.05,8647.93,2795.12,24.43,0.908,0.928,0.897,Medium,MOIL official/public historical production trends
2024-02-01,2024,2,Munsar,21.4,79.2,9675.1,7291.45,2383.66,24.64,0.964,0.865,0.904,Medium,MOIL official/public historical production trends
2024-02-01,2024,2,Sitapatore,21.5,79.3,11082.81,7817.51,3265.3,29.46,0.966,0.834,0.876,High,MOIL official/public historical production trends
2024-02-01,2024,2,Tirodi,21.7,80.0,16986.51,11259.91,5726.6,33.71,0.965,0.775,0.886,High,MOIL official/public historical production trends
2024-02-01,2024,2,Ukwa,21.8,80.1,17374.83,12541.77,4833.06,27.82,0.87,0.863,0.962,High,MOIL official/public historical production trends
2024-03-01,2024,3,Balaghat,21.84995,80.22672,25515.51,19293.12,6222.39,24.39,0.924,0.838,0.976,Medium,MOIL official/public historical production trends
2024-03-01,2024,3,Beldongri,21.45,79.85,10965.25,8620.48,2344.77,21.38,0.996,0.909,0.869,Medium,MOIL official/public historical production trends
2024-03-01,2024,3,Chikla,21.65,79.7,14387.86,9869.17,4518.7,31.41,0.865,0.922,0.86,High,MOIL official/public historical production trends
2024-03-01,2024,3,Dongri Buzurg,21.95,80.15,18238.79,13941.09,4297.7,23.56,0.971,0.807,0.976,Medium,MOIL official/public historical production trends
2024-03-01,2024,3,Gumgaon,21.3,79.1,12290.39,9769.45,2520.94,20.51,0.929,0.924,0.927,Medium,MOIL official/public historical production trends
2024-03-01,2024,3,Kandri,21.35,79.05,12323.11,7051.07,5272.04,42.78,0.843,0.758,0.896,High,MOIL official/public historical production trends
2024-03-01,2024,3,Munsar,21.4,79.2,11165.25,10297.91,867.34,7.77,0.988,0.968,0.965,Low,MOIL official/public historical production trends
2024-03-01,2024,3,Sitapatore,21.5,79.3,12930.31,9696.09,3234.22,25.01,0.933,0.815,0.986,High,MOIL official/public historical production trends
2024-03-01,2024,3,Tirodi,21.7,80.0,19173.55,12473.11,6700.44,34.95,0.912,0.778,0.917,High,MOIL official/public historical production trends
2024-03-01,2024,3,Ukwa,21.8,80.1,20341.71,15916.79,4424.92,21.75,0.973,0.887,0.907,Medium,MOIL official/public historical production trends
2024-04-01,2024,4,Balaghat,21.84995,80.22672,24784.99,14929.81,9855.19,39.76,0.822,0.856,0.856,High,MOIL official/public historical production trends
2024-04-01,2024,4,Beldongri,21.45,79.85,10598.25,8366.63,2231.62,21.06,0.984,0.82,0.979,Medium,MOIL official/public historical production trends
2024-04-01,2024,4,Chikla,21.65,79.7,13030.58,11659.35,1371.23,10.52,0.982,0.938,0.971,Medium,MOIL official/public historical production trends
2024-04-01,2024,4,Dongri Buzurg,21.95,80.15,16887.58,13987.98,2899.6,17.17,0.993,0.932,0.896,Medium,MOIL official/public historical production trends
2024-04-01,2024,4,Gumgaon,21.3,79.1,12218.14,8781.23,3436.9,28.13,0.856,0.968,0.867,High,MOIL official/public historical production trends
2024-04-01,2024,4,Kandri,21.35,79.05,12069.44,7520.19,4549.25,37.69,0.908,0.774,0.886,High,MOIL official/public historical production trends
2024-04-01,2024,4,Munsar,21.4,79.2,9845.29,6824.66,3020.63,30.68,0.894,0.825,0.94,High,MOIL official/public historical production trends
2024-04-01,2024,4,Sitapatore,21.5,79.3,11588.68,7994.65,3594.03,31.01,0.86,0.936,0.857,High,MOIL official/public historical production trends
2024-04-01,2024,4,Tirodi,21.7,80.0,18457.62,15422.47,3035.14,16.44,0.97,0.917,0.939,Medium,MOIL official/public historical production trends
2024-04-01,2024,4,Ukwa,21.8,80.1,19975.39,11402.45,8572.94,42.92,0.837,0.77,0.886,High,MOIL official/public historical production trends
2024-05-01,2024,5,Balaghat,21.84995,80.22672,25876.03,18689.68,7186.35,27.77,0.807,0.896,0.999,High,MOIL official/public historical production trends
2024-05-01,2024,5,Beldongri,21.45,79.85,11387.97,7687.86,3700.12,32.49,0.904,0.766,0.975,High,MOIL official/public historical production trends
2024-05-01,2024,5,Chikla,21.65,79.7,14278.71,8965.91,5312.8,37.21,0.823,0.773,0.986,High,MOIL official/public historical production trends
2024-05-01,2024,5,Dongri Buzurg,21.95,80.15,19170.66,16802.53,2368.13,12.35,0.966,0.97,0.936,Medium,MOIL official/public historical production trends
2024-05-01,2024,5,Gumgaon,21.3,79.1,12589.72,8466.06,4123.66,32.75,0.886,0.829,0.915,High,MOIL official/public historical production trends
2024-05-01,2024,5,Kandri,21.35,79.05,12912.0,10599.12,2312.88,17.91,0.92,0.973,0.917,Medium,MOIL official/public historical production trends
2024-05-01,2024,5,Munsar,21.4,79.2,11114.59,8831.81,2282.78,20.54,0.926,0.898,0.955,Medium,MOIL official/public historical production trends
2024-05-01,2024,5,Sitapatore,21.5,79.3,12237.81,7779.69,4458.12,36.43,0.902,0.776,0.908,High,MOIL official/public historical production trends
2024-05-01,2024,5,Tirodi,21.7,80.0,18828.44,16265.73,2562.71,13.61,0.93,0.988,0.94,Medium,MOIL official/public historical production trends
2024-05-01,2024,5,Ukwa,21.8,80.1,20920.15,14742.48,6177.67,29.53,0.901,0.909,0.861,High,MOIL official/public historical production trends
2024-06-01,2024,6,Balaghat,21.84995,80.22672,21633.74,11268.87,10364.87,47.91,0.872,0.868,0.688,High,MOIL official/public historical production trends
2024-06-01,2024,6,Beldongri,21.45,79.85,9486.52,5522.16,3964.36,41.79,0.994,0.833,0.703,High,MOIL official/public historical production trends
2024-06-01,2024,6,Chikla,21.65,79.7,12613.59,5640.6,6972.99,55.28,0.856,0.802,0.651,High,MOIL official/public historical production trends
2024-06-01,2024,6,Dongri Buzurg,21.95,80.15,15814.9,7512.16,8302.74,52.5,0.844,0.759,0.741,High,MOIL official/public historical production trends
2024-06-01,2024,6,Gumgaon,21.3,79.1,11424.78,8271.17,3153.61,27.6,0.914,0.878,0.902,High,MOIL official/public historical production trends
2024-06-01,2024,6,Kandri,21.35,79.05,10975.03,6029.18,4945.85,45.06,0.817,0.904,0.743,High,MOIL official/public historical production trends
2024-06-01,2024,6,Munsar,21.4,79.2,9710.27,7590.05,2120.22,21.83,0.975,0.873,0.918,Medium,MOIL official/public historical production trends
2024-06-01,2024,6,Sitapatore,21.5,79.3,10680.58,5896.99,4783.6,44.79,0.855,0.849,0.761,High,MOIL official/public historical production trends
2024-06-01,2024,6,Tirodi,21.7,80.0,17311.86,12843.66,4468.2,25.81,0.943,0.902,0.872,High,MOIL official/public historical production trends
2024-06-01,2024,6,Ukwa,21.8,80.1,18840.02,9048.9,9791.12,51.97,0.964,0.75,0.664,High,MOIL official/public historical production trends
2024-07-01,2024,7,Balaghat,21.84995,80.22672,18755.42,9341.64,9413.79,50.19,0.812,0.901,0.681,High,MOIL official/public historical production trends
2024-07-01,2024,7,Beldongri,21.45,79.85,8311.65,4761.28,3550.37,42.72,0.891,0.842,0.763,High,MOIL official/public historical production trends
2024-07-01,2024,7,Chikla,21.65,79.7,11083.57,6283.82,4799.75,43.31,0.814,0.77,0.904,High,MOIL official/public historical production trends
2024-07-01,2024,7,Dongri Buzurg,21.95,80.15,14659.01,7525.26,7133.75,48.66,0.936,0.84,0.653,High,MOIL official/public historical production trends
2024-07-01,2024,7,Gumgaon,21.3,79.1,9741.46,7309.42,2432.05,24.97,0.983,0.903,0.845,Medium,MOIL official/public historical production trends
2024-07-01,2024,7,Kandri,21.35,79.05,9246.0,4784.08,4461.92,48.26,0.98,0.767,0.688,High,MOIL official/public historical production trends
2024-07-01,2024,7,Munsar,21.4,79.2,7998.71,4695.95,3302.76,41.29,0.884,0.824,0.806,High,MOIL official/public historical production trends
2024-07-01,2024,7,Sitapatore,21.5,79.3,9172.17,5698.5,3473.67,37.87,0.825,0.89,0.847,High,MOIL official/public historical production trends
2024-07-01,2024,7,Tirodi,21.7,80.0,14635.54,10889.64,3745.9,25.59,0.969,0.923,0.832,High,MOIL official/public historical production trends
2024-07-01,2024,7,Ukwa,21.8,80.1,15266.54,10780.47,4486.07,29.38,0.861,0.947,0.866,High,MOIL official/public historical production trends
2024-08-01,2024,8,Balaghat,21.84995,80.22672,19841.07,13893.13,5947.95,29.98,0.972,0.979,0.736,High,MOIL official/public historical production trends
2024-08-01,2024,8,Beldongri,21.45,79.85,8478.46,5577.7,2900.76,34.21,0.874,0.9,0.836,High,MOIL official/public historical production trends
2024-08-01,2024,8,Chikla,21.65,79.7,10676.37,6793.8,3882.57,36.37,0.833,0.858,0.89,High,MOIL official/public historical production trends
2024-08-01,2024,8,Dongri Buzurg,21.95,80.15,14193.82,7332.06,6861.76,48.34,0.831,0.756,0.822,High,MOIL official/public historical production trends
2024-08-01,2024,8,Gumgaon,21.3,79.1,9457.48,5467.41,3990.06,42.19,0.814,0.852,0.833,High,MOIL official/public historical production trends
2024-08-01,2024,8,Kandri,21.35,79.05,9712.33,5269.29,4443.03,45.75,0.873,0.804,0.773,High,MOIL official/public historical production trends
2024-08-01,2024,8,Munsar,21.4,79.2,8567.66,4862.4,3705.26,43.25,0.828,0.871,0.786,High,MOIL official/public historical production trends
2024-08-01,2024,8,Sitapatore,21.5,79.3,10056.62,5056.5,5000.12,49.72,0.877,0.76,0.755,High,MOIL official/public historical production trends
2024-08-01,2024,8,Tirodi,21.7,80.0,13925.89,7661.61,6264.28,44.98,0.805,0.939,0.728,High,MOIL official/public historical production trends
2024-08-01,2024,8,Ukwa,21.8,80.1,16242.16,11767.31,4474.85,27.55,0.823,0.989,0.89,High,MOIL official/public historical production trends
2024-09-01,2024,9,Balaghat,21.84995,80.22672,22406.77,19594.17,2812.6,12.55,0.965,0.996,0.91,Medium,MOIL official/public historical production trends
2024-09-01,2024,9,Beldongri,21.45,79.85,9595.84,4861.13,4734.71,49.34,0.877,0.835,0.692,High,MOIL official/public historical production trends
2024-09-01,2024,9,Chikla,21.65,79.7,12542.39,8238.68,4303.72,34.31,0.908,0.94,0.769,High,MOIL official/public historical production trends
2024-09-01,2024,9,Dongri Buzurg,21.95,80.15,16305.05,8236.21,8068.84,49.49,0.852,0.799,0.742,High,MOIL official/public historical production trends
2024-09-01,2024,9,Gumgaon,21.3,79.1,10834.45,7721.77,3112.68,28.73,0.993,0.889,0.807,High,MOIL official/public historical production trends
2024-09-01,2024,9,Kandri,21.35,79.05,10689.13,6532.67,4156.46,38.88,0.889,0.907,0.758,High,MOIL official/public historical production trends
2024-09-01,2024,9,Munsar,21.4,79.2,10182.26,7360.52,2821.74,27.71,0.976,0.906,0.818,High,MOIL official/public historical production trends
